Time (since start of data) [hrs],Fuel Cell Production [kW],Electrolyzer Consumption [kW],Stored Hydrogen [kg],External Hydrogen Load [kg],Curtiailed Hydrogen Potential [kg],Compression Power [kW],Compression Thermal Output [kW],Water Demand [kg],Electrolyzer H2 Production [kg],Charge (at end of timestep) [kWh],Fuel Cell Consumption [kg],Electrolyzer State of Health (at end of timestep) [ ],Fuel Cell State of Health (at end of timestep) [ ],Electrolyzer Operational Efficiency [ ],Fuel Cell State Operational Efficiency [ ],Capital Cost (actual),Operation and Maintenance Cost (actual),
1585,150,0,683.443,0,0,0,0,0,0,22758.7,8.3074,0.989628,0.993033,0,0.542223,0,9,
1586,150,0,675.135,0,0,0,0,0,0,22482,8.30748,0.989628,0.993023,0,0.542217,0,9,
1587,150,0,666.828,0,0,0,0,0,0,22205.4,8.30756,0.989628,0.993013,0,0.542212,0,9,
1588,150,0,658.52,0,0,0,0,0,0,21928.7,8.30765,0.989628,0.993003,0,0.542207,0,9,
1589,150,0,650.213,0,0,0,0,0,0,21652.1,8.30773,0.989628,0.992993,0,0.542201,0,9,
1590,150,0,641.905,0,0,0,0,0,0,21375.4,8.30781,0.989628,0.992983,0,0.542196,0,9,
1591,150,0,633.597,0,0,0,0,0,0,21098.8,8.30789,0.989628,0.992973,0,0.54219,0,9,
1592,150,0,625.289,0,0,0,0,0,0,20822.1,8.30798,0.989628,0.992963,0,0.542185,0,9,
1593,46.5041,0,622.891,0,0,0,0,0,0,20742.3,2.39801,0.989628,0.992953,0,0.54218,0,2.79024,
1594,53.8017,0,620.102,0,0,0,0,0,0,20649.4,2.78883,0.989628,0.992943,0,0.542174,0,3.2281,
1595,42.6657,0,617.908,0,0,0,0,0,0,20576.3,2.19408,0.989628,0.992933,0,0.542169,0,2.55994,
1596,0,112.784,619.884,0,0,12.3717,0,33.9965,1.97654,20642.2,0,0.989598,0.992933,0.549286,0,0,7.78489,
1597,0,103.971,621.712,0,0,12.3713,0,31.4256,1.82707,20703,0,0.989588,0.992933,0.549281,0,0,6.98052,
1598,0,47.6288,622.563,0,0,12.3712,0,14.6496,0.851724,20731.4,0,0.989578,0.992933,0.549275,0,0,3.6,
1599,0,182.195,625.687,0,0,12.3711,0,53.7203,3.12328,20835.4,0,0.989568,0.992933,0.54927,0,0,12.2241,
1600,0,196.811,629.045,0,0,12.3709,0,57.7573,3.35798,20947.2,0,0.989558,0.992933,0.549264,0,0,12.6128,
1601,0,235.375,633.011,0,0,12.3708,0,68.2155,3.96601,21079.3,0,0.989548,0.992933,0.549259,0,0,15.0648,
1602,75.8661,0,629.016,0,0,0,0,0,0,20946.2,3.99445,0.989548,0.992902,0,0.542152,0,4.55197,
1603,139.582,0,621.338,0,0,0,0,0,0,20690.6,7.67779,0.989548,0.992892,0,0.542147,0,8.3749,
1604,42.9384,0,619.13,0,0,0,0,0,0,20617,2.20864,0.989548,0.992882,0,0.542142,0,2.57631,
1605,150,0,610.821,0,0,0,0,0,0,20340.3,8.30872,0.989548,0.992872,0,0.542136,0,9,
1606,150,0,602.512,0,0,0,0,0,0,20063.7,8.30881,0.989548,0.992862,0,0.542131,0,9,
1607,150,0,594.203,0,0,0,0,0,0,19787,8.30889,0.989548,0.992852,0,0.542125,0,9,
1608,0,0,594.203,0,0,0,0,0,0,19787,0,0.989548,0.992852,0,0,0,0,
1609,139.95,0,586.503,0,0,0,0,0,0,19530.5,7.7003,0.989548,0.992821,0,0.542109,0,8.39697,
1610,150,0,578.194,0,0,0,0,0,0,19253.9,8.30923,0.989548,0.992811,0,0.542103,0,9,
1611,150,0,569.884,0,0,0,0,0,0,18977.2,8.30931,0.989548,0.992801,0,0.542098,0,9,
1612,150,0,561.575,0,0,0,0,0,0,18700.4,8.30939,0.989548,0.992791,0,0.542093,0,9,
1613,150,0,553.266,0,0,0,0,0,0,18423.7,8.30947,0.989548,0.992781,0,0.542087,0,9,
1614,150,0,544.956,0,0,0,0,0,0,18147,8.30956,0.989548,0.992771,0,0.542082,0,9,
1615,150,0,536.646,0,0,0,0,0,0,17870.3,8.30964,0.989548,0.992761,0,0.542077,0,9,
1616,0,46.8731,537.485,0,0,12.3707,0,14.42,0.838371,17898.2,0,0.989517,0.992761,0.549242,0,0,3.6,
1617,48.6163,0,534.973,0,0,0,0,0,0,17814.6,2.51122,0.989517,0.99273,0,0.54206,0,2.91698,
1618,50.7584,0,532.348,0,0,0,0,0,0,17727.2,2.62596,0.989517,0.99272,0,0.542055,0,3.0455,
1619,41.947,0,530.191,0,0,0,0,0,0,17655.4,2.15648,0.989517,0.99271,0,0.542049,0,2.51682,
1620,107.088,0,524.428,0,0,0,0,0,0,17463.5,5.76307,0.989517,0.9927,0,0.542044,0,6.42531,
1621,115.209,0,518.193,0,0,0,0,0,0,17255.8,6.23472,0.989517,0.99269,0,0.542038,0,6.91255,
1622,0,270,522.691,0,0,12.3703,0,77.363,4.49785,17405.6,0,0.989486,0.99269,0.549226,0,0,18.7422,
1623,0,297,527.595,0,0,12.3699,0,84.3384,4.9034,17568.9,0,0.989476,0.99269,0.54922,0,0,18.7422,
1624,0,299.7,532.538,0,0,12.3698,0,85.0278,4.94348,17733.5,0,0.989466,0.99269,0.549215,0,0,18.7422,
1625,0,299.97,537.485,0,0,12.3697,0,85.0959,4.94743,17898.3,0,0.989456,0.99269,0.549209,0,0,18.7422,
1626,0,299.997,542.433,0,0,12.3696,0,85.1019,4.94779,18063,0,0.989446,0.99269,0.549204,0,0,18.7422,
1627,0,300,547.381,0,0,12.3695,0,85.1018,4.94778,18227.8,0,0.989436,0.99269,0.549198,0,0,18.7422,
1628,0,99.6868,549.135,0,0,12.3693,0,30.1663,1.75386,18286.2,0,0.989426,0.99269,0.549193,0,0,6.72337,
1629,125.348,0,542.304,0,0,0,0,0,0,18058.7,6.8304,0.989426,0.99266,0,0.542022,0,7.52088,
1630,150,0,533.994,0,0,0,0,0,0,17782,8.31056,0.989426,0.99265,0,0.542017,0,9,
1631,150,0,525.683,0,0,0,0,0,0,17505.3,8.31064,0.989426,0.99264,0,0.542011,0,9,
1632,150,0,517.373,0,0,0,0,0,0,17228.5,8.31072,0.989426,0.99263,0,0.542006,0,9,
1633,0,0,517.373,0,0,0,0,0,0,17228.5,0,0.989426,0.99263,0,0,0,0,
1634,0,0,517.373,0,0,0,0,0,0,17228.5,0,0.989426,0.99263,0,0,0,0,
1635,0,201.225,520.8,0,0,12.3692,0,58.9603,3.42792,17342.7,0,0.989395,0.99263,0.549176,0,0,13.7566,
1636,0,138.291,523.204,0,0,12.3688,0,41.3419,2.4036,17422.7,0,0.989385,0.99263,0.549171,0,0,9.03958,
1637,0,47.6313,524.056,0,0,12.3687,0,14.6475,0.851597,17451.1,0,0.989375,0.99263,0.549165,0,0,3.6,
1638,0,47.6314,524.907,0,0,12.3686,0,14.6474,0.851591,17479.4,0,0.989365,0.99263,0.54916,0,0,3.6,
1639,39.5238,0,522.879,0,0,0,0,0,0,17411.9,2.02855,0.989365,0.992599,0,0.541989,0,2.37143,
1640,63.0737,0,519.586,0,0,0,0,0,0,17302.2,3.29221,0.989365,0.992589,0,0.541984,0,3.78442,
1641,39.3572,0,517.567,0,0,0,0,0,0,17235,2.01984,0.989365,0.992579,0,0.541979,0,2.36143,
1642,0,0,517.567,0,0,0,0,0,0,17235,0,0.989365,0.992579,0,0,0,0,
1643,0,270,522.064,0,0,12.3685,0,77.3514,4.49717,17384.7,0,0.989335,0.992579,0.549143,0,0,18.7421,
1644,0,297,526.966,0,0,12.3681,0,84.3258,4.90266,17548,0,0.989325,0.992579,0.549138,0,0,18.7421,
1645,0,299.7,531.909,0,0,12.368,0,85.015,4.94273,17712.6,0,0.989315,0.992579,0.549132,0,0,18.7421,
1646,0,299.97,536.856,0,0,12.3678,0,85.0831,4.94669,17877.3,0,0.989305,0.992579,0.549127,0,0,18.7421,
1647,0,299.997,541.803,0,0,12.3677,0,85.0892,4.94704,18042,0,0.989295,0.992579,0.549122,0,0,18.7421,
1648,0,74.6663,543.127,0,0,12.3676,0,22.7683,1.32374,18086.1,0,0.989285,0.992579,0.549116,0,0,5.22203,
1649,0,47.6325,543.978,0,0,12.3675,0,14.6464,0.851534,18114.5,0,0.989275,0.992579,0.549111,0,0,3.6,
1650,0,40.1478,544.698,0,0,12.3674,0,12.3732,0.719372,18138.4,0,0.989265,0.992579,0.549105,0,0,3.15091,
1651,150,0,536.386,0,0,0,0,0,0,17861.7,8.31122,0.989265,0.992548,0,0.541962,0,9,
1652,150,0,528.075,0,0,0,0,0,0,17584.9,8.31148,0.989265,0.992538,0,0.541957,0,9,
1653,150,0,519.763,0,0,0,0,0,0,17308.1,8.31156,0.989265,0.992528,0,0.541951,0,9,
1654,150,0,511.452,0,0,0,0,0,0,17031.3,8.31164,0.989265,0.992518,0,0.541946,0,9,
1655,150,0,503.14,0,0,0,0,0,0,16754.6,8.31172,0.989265,0.992508,0,0.541941,0,9,
1656,92.6209,0,498.204,0,0,0,0,0,0,16590.2,4.93599,0.989265,0.992498,0,0.541935,0,5.55726,
1657,44.6404,0,495.904,0,0,0,0,0,0,16513.6,2.29989,0.989265,0.992488,0,0.54193,0,2.67843,
1658,0,37.7714,496.581,0,0,12.3672,0,11.6492,0.677279,16536.2,0,0.989234,0.992488,0.549089,0,0,3.03759,
1659,0,273.777,501.135,0,0,12.3669,0,78.3255,4.55381,16687.8,0,0.989224,0.992488,0.549083,0,0,18.742,
1660,0,152.503,503.773,0,0,12.3667,0,45.3778,2.63824,16775.7,0,0.989214,0.992488,0.549078,0,0,9.89215,
1661,0,171.387,506.721,0,0,12.3666,0,50.6905,2.94712,16873.8,0,0.989204,0.992488,0.549072,0,0,11.0944,
1662,0,223.443,510.499,0,0,12.3665,0,64.9865,3.77829,16999.6,0,0.989194,0.992488,0.549067,0,0,14.4051,
1663,0,47.6336,511.35,0,0,12.3664,0,14.6454,0.851477,17028,0,0.989184,0.992488,0.549061,0,0,3.6,
1664,0,149.731,513.943,0,0,12.3662,0,44.5906,2.59248,17114.3,0,0.989174,0.992488,0.549056,0,0,10.0603,
1665,0,137.927,516.34,0,0,12.3661,0,41.2289,2.39703,17194.1,0,0.989164,0.992488,0.54905,0,0,9.01762,
1666,0,283.793,521.044,0,0,12.366,0,80.9166,4.70445,17350.8,0,0.989154,0.992488,0.549045,0,0,18.742,
1667,0,298.379,525.967,0,0,12.3659,0,84.6633,4.92229,17514.7,0,0.989144,0.992488,0.54904,0,0,18.742,
1668,0,299.838,530.91,0,0,12.3658,0,85.035,4.9439,17679.3,0,0.989134,0.992488,0.549034,0,0,18.7419,
1669,0,172.379,533.873,0,0,12.3656,0,50.9636,2.963,17778,0,0.989124,0.992488,0.549029,0,0,11.0847,
1670,99.1595,0,528.565,0,0,0,0,0,0,17601.2,5.3085,0.989124,0.992458,0,0.541913,0,5.94957,
1671,150,0,520.253,0,0,0,0,0,0,17324.4,8.31222,0.989124,0.992448,0,0.541908,0,9,
1672,150,0,511.94,0,0,0,0,0,0,17047.6,8.31231,0.989124,0.992438,0,0.541902,0,9,
1673,150,0,503.628,0,0,0,0,0,0,16770.8,8.31239,0.989124,0.992428,0,0.541897,0,9,
1674,150,0,495.316,0,0,0,0,0,0,16494,8.31247,0.989124,0.992418,0,0.541892,0,9,
1675,0,0,495.316,0,0,0,0,0,0,16494,0,0.989124,0.992418,0,0,0,0,
1676,0,270,499.812,0,0,12.3655,0,77.3329,4.4961,16643.7,0,0.989093,0.992418,0.549012,0,0,18.7419,
1677,0,297,504.713,0,0,12.3651,0,84.3056,4.90149,16806.9,0,0.989083,0.992418,0.549007,0,0,18.7419,
1678,0,299.7,509.655,0,0,12.365,0,84.9947,4.94155,16971.5,0,0.989073,0.992418,0.549001,0,0,18.7419,
1679,0,299.97,514.6,0,0,12.3649,0,85.0628,4.94551,17136.2,0,0.989063,0.992418,0.548996,0,0,18.7419,
1680,0,195.901,517.942,0,0,12.3648,0,57.4782,3.34176,17247.5,0,0.989053,0.992418,0.54899,0,0,12.4959,
1681,0,65.8271,519.112,0,0,12.3646,0,20.1231,1.16995,17286.4,0,0.989043,0.992418,0.548985,0,0,4.6915,
1682,0,47.6355,519.963,0,0,12.3645,0,14.6438,0.851382,17314.8,0,0.989033,0.992418,0.548979,0,0,3.6,
1683,0,47.6356,520.815,0,0,12.3644,0,14.6437,0.851376,17343.1,0,0.989023,0.992418,0.548974,0,0,3.6,
1684,0,47.6357,521.666,0,0,12.3643,0,14.6436,0.85137,17371.5,0,0.989013,0.992418,0.548969,0,0,3.6,
1685,0,274.764,526.234,0,0,12.3642,0,78.565,4.56773,17523.6,0,0.989003,0.992418,0.548963,0,0,18.7418,
1686,0,297.476,531.142,0,0,12.364,0,84.4199,4.90814,17687,0,0.988993,0.992418,0.548958,0,0,18.7418,
1687,0,0,531.142,0,0,0,0,0,0,17687,0,0.988993,0.992418,0,0,0,0,
1688,0,0,531.142,0,0,0,0,0,0,17687,0,0.988993,0.992418,0,0,0,0,
1689,0,270,535.637,0,0,12.3639,0,77.3229,4.49552,17836.7,0,0.988963,0.992418,0.548941,0,0,18.7418,
1690,0,297,540.538,0,0,12.3635,0,84.2947,4.90086,17999.9,0,0.988953,0.992418,0.548936,0,0,18.7418,
1691,0,299.7,545.479,0,0,12.3634,0,84.9837,4.94091,18164.5,0,0.988943,0.992418,0.54893,0,0,18.7418,
1692,0,227.958,549.327,0,0,12.3633,0,66.1855,3.84799,18292.6,0,0.988933,0.992418,0.548925,0,0,14.4193,
1693,0,292.796,554.165,0,0,12.3632,0,83.2154,4.8381,18453.7,0,0.988923,0.992418,0.548919,0,0,18.7418,
1694,0,299.28,559.1,0,0,12.363,0,84.8739,4.93453,18618,0,0.988913,0.992418,0.548914,0,0,18.7418,
1695,0,168.218,561.995,0,0,12.3629,0,49.7887,2.89469,18714.4,0,0.988903,0.992418,0.548909,0,0,10.8349,
1696,0,286.822,566.743,0,0,12.3628,0,81.677,4.74866,18872.5,0,0.988893,0.992418,0.548903,0,0,18.7418,
1697,0,298.682,571.669,0,0,12.3627,0,84.7188,4.92551,19036.6,0,0.988883,0.992418,0.548898,0,0,18.7418,
1698,0,243.8,575.763,0,0,12.3626,0,70.4158,4.09394,19172.9,0,0.988873,0.992418,0.548892,0,0,15.3698,
1699,150,0,567.45,0,0,0,0,0,0,18896.1,8.31255,0.988873,0.992387,0,0.541875,0,9,
1700,150,0,559.137,0,0,0,0,0,0,18619.3,8.31281,0.988873,0.992377,0,0.54187,0,9,
1701,150,0,550.824,0,0,0,0,0,0,18342.5,8.31289,0.988873,0.992367,0,0.541864,0,9,
1702,150,0,542.511,0,0,0,0,0,0,18065.6,8.31297,0.988873,0.992357,0,0.541859,0,9,
1703,150,0,534.198,0,0,0,0,0,0,17788.8,8.31306,0.988873,0.992347,0,0.541854,0,9,
1704,150,0,525.885,0,0,0,0,0,0,17512,8.31314,0.988873,0.992337,0,0.541848,0,9,
1705,150,0,517.572,0,0,0,0,0,0,17235.1,8.31322,0.988873,0.992327,0,0.541843,0,9,
1706,150,0,509.259,0,0,0,0,0,0,16958.3,8.3133,0.988873,0.992317,0,0.541838,0,9,
1707,117.134,0,502.909,0,0,0,0,0,0,16746.9,6.34965,0.988873,0.992307,0,0.541832,0,7.02806,
1708,0,0,502.909,0,0,0,0,0,0,16746.9,0,0.988873,0.992307,0,0,0,0,
1709,0,0,502.909,0,0,0,0,0,0,16746.9,0,0.988873,0.992307,0,0,0,0,
1710,0,0,502.909,0,0,0,0,0,0,16746.9,0,0.988873,0.992307,0,0,0,0,
1711,0,0,502.909,0,0,0,0,0,0,16746.9,0,0.988873,0.992307,0,0,0,0,
1712,0,270,507.404,0,0,12.3624,0,77.3137,4.49498,16896.6,0,0.988842,0.992307,0.548876,0,0,18.7417,
1713,0,297,512.304,0,0,12.3621,0,84.2847,4.90027,17059.7,0,0.988832,0.992307,0.54887,0,0,18.7417,
1714,0,299.7,517.245,0,0,12.3619,0,84.9736,4.94033,17224.2,0,0.988822,0.992307,0.548865,0,0,18.7417,
1715,0,299.97,522.189,0,0,12.3618,0,85.0417,4.94428,17388.9,0,0.988812,0.992307,0.548859,0,0,18.7417,
1716,0,299.997,527.134,0,0,12.3617,0,85.0477,4.94463,17553.5,0,0.988802,0.992307,0.548854,0,0,18.7417,
1717,0,300,532.078,0,0,12.3616,0,85.0475,4.94462,17718.2,0,0.988792,0.992307,0.548848,0,0,18.7417,
1718,0,300,537.023,0,0,12.3615,0,85.0468,4.94458,17882.9,0,0.988782,0.992307,0.548843,0,0,18.7417,
1719,0,300,541.967,0,0,12.3613,0,85.0459,4.94453,18047.5,0,0.988772,0.992307,0.548838,0,0,18.7417,
1720,0,300,546.912,0,0,12.3612,0,85.0451,4.94448,18212.2,0,0.988762,0.992307,0.548832,0,0,18.7417,
1721,0,300,551.856,0,0,12.3611,0,85.0443,4.94443,18376.8,0,0.988752,0.992307,0.548827,0,0,18.7417,
1722,0,300,556.801,0,0,12.361,0,85.0434,4.94438,18541.5,0,0.988742,0.992307,0.548821,0,0,18.7417,
1723,0,300,561.745,0,0,12.3608,0,85.0426,4.94434,18706.1,0,0.988732,0.992307,0.548816,0,0,18.7417,
1724,0,300,566.689,0,0,12.3607,0,85.0417,4.94429,18870.8,0,0.988722,0.992307,0.54881,0,0,18.7416,
1725,0,300,571.633,0,0,12.3606,0,85.0409,4.94424,19035.4,0,0.988712,0.992307,0.548805,0,0,18.7416,
1726,0,300,576.578,0,0,12.3605,0,85.0401,4.94419,19200,0,0.988702,0.992307,0.5488,0,0,18.7416,
1727,0,0,576.578,0,0,0,0,0,0,19200,0,0.988702,0.992307,0,0,0,0,
1728,0,270,581.072,0,0,12.3604,0,77.3006,4.49422,19349.7,0,0.988671,0.992307,0.548783,0,0,18.7416,
1729,0,297,585.971,0,0,12.36,0,84.2705,4.89945,19512.8,0,0.988661,0.992307,0.548778,0,0,18.7416,
1730,0,299.7,590.911,0,0,12.3599,0,84.9593,4.93949,19677.3,0,0.988651,0.992307,0.548772,0,0,18.7416,
1731,0,299.97,595.854,0,0,12.3597,0,85.0273,4.94345,19841.9,0,0.988641,0.992307,0.548767,0,0,18.7416,
1732,0,299.997,600.798,0,0,12.3596,0,85.0333,4.9438,20006.6,0,0.988631,0.992307,0.548761,0,0,18.7416,
1733,0,47.6405,601.649,0,0,12.3595,0,14.6393,0.851124,20034.9,0,0.988621,0.992307,0.548756,0,0,3.6,
1734,0,0,601.649,0,0,0,0,0,0,20034.9,0,0.988621,0.992307,0,0,0,0,
1735,0,0,601.649,0,0,0,0,0,0,20034.9,0,0.988621,0.992307,0,0,0,0,
1736,0,0,601.649,0,0,0,0,0,0,20034.9,0,0.988621,0.992307,0,0,0,0,
1737,0,0,601.649,0,0,0,0,0,0,20034.9,0,0.988621,0.992307,0,0,0,0,
1738,86.5195,0,597.057,0,0,0,0,0,0,19882,4.59224,0.988621,0.992276,0,0.541816,0,5.19117,
1739,0,270,601.551,0,0,12.3594,0,77.2945,4.49387,20031.6,0,0.98859,0.992276,0.548739,0,0,18.7416,
1740,0,297,606.45,0,0,12.359,0,84.2637,4.89905,20194.8,0,0.98858,0.992276,0.548734,0,0,18.7415,
1741,0,190.105,609.697,0,0,12.3589,0,55.8553,3.2474,20302.9,0,0.98857,0.992276,0.548728,0,0,12.1479,
1742,0,208.684,613.241,0,0,12.3587,0,60.9472,3.54344,20420.9,0,0.98856,0.992276,0.548723,0,0,13.3465,
1743,0,47.6414,614.092,0,0,12.3586,0,14.6386,0.85108,20449.3,0,0.98855,0.992276,0.548717,0,0,3.6,
1744,64.1185,0,610.741,0,0,0,0,0,0,20337.7,3.35029,0.98855,0.992246,0,0.541799,0,3.84711,
1745,150,0,602.428,0,0,0,0,0,0,20060.8,8.31397,0.98855,0.992236,0,0.541794,0,9,
1746,150,0,594.113,0,0,0,0,0,0,19784,8.31406,0.98855,0.992226,0,0.541788,0,9,
1747,150,0,585.799,0,0,0,0,0,0,19507.1,8.31414,0.98855,0.992216,0,0.541783,0,9,
1748,150,0,577.485,0,0,0,0,0,0,19230.3,8.31422,0.98855,0.992206,0,0.541778,0,9,
1749,109.073,0,571.604,0,0,0,0,0,0,19034.4,5.8808,0.98855,0.992196,0,0.541772,0,6.54437,
1750,0,0,571.604,0,0,0,0,0,0,19034.4,0,0.98855,0.992196,0,0,0,0,
1751,0,0,571.604,0,0,0,0,0,0,19034.4,0,0.98855,0.992196,0,0,0,0,
1752,0,53.1547,572.552,0,0,12.3585,0,16.3048,0.947952,19066,0,0.98852,0.992196,0.548701,0,0,3.9894,
1753,0,47.6419,573.403,0,0,12.3581,0,14.6381,0.851054,19094.3,0,0.98851,0.992196,0.548695,0,0,3.6,
1754,0,274.764,577.969,0,0,12.358,0,78.526,4.56547,19246.4,0,0.9885,0.992196,0.54869,0,0,18.7415,
1755,0,47.6421,578.82,0,0,12.3579,0,14.6379,0.851042,19274.7,0,0.98849,0.992196,0.548685,0,0,3.6,
1756,0,47.6422,579.671,0,0,12.3578,0,14.6378,0.851036,19303,0,0.98848,0.992196,0.548679,0,0,3.6,
1757,0,37.9546,580.351,0,0,12.3576,0,11.696,0.679997,19325.7,0,0.98847,0.992196,0.548674,0,0,3.01873,
1758,0,0,580.351,0,0,0,0,0,0,19325.7,0,0.98847,0.992196,0,0,0,0,
1759,107.579,0,574.556,0,0,0,0,0,0,19132.7,5.79441,0.98847,0.992165,0,0.541756,0,6.45477,
1760,0,0,574.556,0,0,0,0,0,0,19132.7,0,0.98847,0.992165,0,0,0,0,
1761,0,0,574.556,0,0,0,0,0,0,19132.7,0,0.98847,0.992165,0,0,0,0,
1762,0,270,579.05,0,0,12.3575,0,77.2829,4.49319,19282.4,0,0.988439,0.992165,0.548657,0,0,18.7415,
1763,0,297,583.948,0,0,12.3571,0,84.2511,4.89832,19445.5,0,0.988429,0.992165,0.548652,0,0,18.7414,
1764,0,299.7,588.886,0,0,12.357,0,84.9398,4.93836,19609.9,0,0.988419,0.992165,0.548646,0,0,18.7414,
1765,0,299.97,593.829,0,0,12.3569,0,85.0078,4.94231,19774.5,0,0.988409,0.992165,0.548641,0,0,18.7414,
1766,0,259.762,598.166,0,0,12.3568,0,74.5993,4.33717,19918.9,0,0.988399,0.992165,0.548635,0,0,16.3271,
1767,0,74.7456,599.49,0,0,12.3567,0,22.7717,1.32394,19963,0,0.988389,0.992165,0.54863,0,0,5.22613,
1768,0,277.475,604.096,0,0,12.3565,0,79.2201,4.60582,20116.4,0,0.988379,0.992165,0.548624,0,0,18.7414,
1769,0,297.747,609.005,0,0,12.3564,0,84.4371,4.90913,20279.9,0,0.988369,0.992165,0.548619,0,0,18.7414,
1770,0,299.775,613.944,0,0,12.3563,0,84.9538,4.93917,20444.3,0,0.988359,0.992165,0.548614,0,0,18.7414,
1771,0,299.977,618.886,0,0,12.3562,0,85.0047,4.94213,20608.9,0,0.988349,0.992165,0.548608,0,0,18.7414,
1772,0,299.998,623.828,0,0,12.356,0,85.009,4.94238,20773.5,0,0.988339,0.992165,0.548603,0,0,18.7414,
1773,0,203.767,627.293,0,0,12.3559,0,59.592,3.46465,20888.9,0,0.988329,0.992165,0.548597,0,0,12.9674,
1774,143.531,0,619.371,0,0,0,0,0,0,20625.1,7.92175,0.988329,0.992134,0,0.541739,0,8.61186,
1775,0,0,619.371,0,0,0,0,0,0,20625.1,0,0.988329,0.992134,0,0,0,0,
1776,150,0,611.056,0,0,0,0,0,0,20348.2,8.31489,0.988329,0.992103,0,0.541723,0,9,
1777,150,0,602.741,0,0,0,0,0,0,20071.3,8.31515,0.988329,0.992093,0,0.541717,0,9,
1778,150,0,594.426,0,0,0,0,0,0,19794.4,8.31523,0.988329,0.992083,0,0.541712,0,9,
1779,150,0,586.111,0,0,0,0,0,0,19517.5,8.31531,0.988329,0.992073,0,0.541707,0,9,
1780,150,0,577.795,0,0,0,0,0,0,19240.6,8.31539,0.988329,0.992063,0,0.541701,0,9,
1781,150,0,569.48,0,0,0,0,0,0,18963.7,8.31548,0.988329,0.992053,0,0.541696,0,9,
1782,150,0,561.164,0,0,0,0,0,0,18686.8,8.31556,0.988329,0.992043,0,0.541691,0,9,
1783,92.7792,0,556.217,0,0,0,0,0,0,18522,4.94725,0.988329,0.992033,0,0.541685,0,5.56675,
1784,0,0,556.217,0,0,0,0,0,0,18522,0,0.988329,0.992033,0,0,0,0,
1785,40.4071,0,554.141,0,0,0,0,0,0,18452.9,2.07643,0.988329,0.992003,0,0.541669,0,2.42443,
1786,0,270,558.633,0,0,12.3558,0,77.2722,4.49257,18602.5,0,0.988298,0.992003,0.548581,0,0,18.7413,
1787,0,297,563.531,0,0,12.3554,0,84.2394,4.89764,18765.6,0,0.988288,0.992003,0.548575,0,0,18.7413,
1788,0,299.7,568.468,0,0,12.3553,0,84.9279,4.93767,18930,0,0.988278,0.992003,0.54857,0,0,18.7413,
1789,0,299.97,573.41,0,0,12.3552,0,84.996,4.94163,19094.6,0,0.988268,0.992003,0.548564,0,0,18.7413,
1790,0,291.344,578.223,0,0,12.3551,0,82.7883,4.81328,19254.8,0,0.988258,0.992003,0.548559,0,0,18.2219,
1791,0,171.07,581.163,0,0,12.3549,0,50.554,2.93918,19352.7,0,0.988248,0.992003,0.548554,0,0,11.0055,
1792,0,248.768,585.33,0,0,12.3548,0,71.6889,4.16796,19491.5,0,0.988238,0.992003,0.548548,0,0,16.1023,
1793,0,294.729,590.194,0,0,12.3547,0,83.6536,4.86358,19653.5,0,0.988228,0.992003,0.548543,0,0,18.7313,
1794,0,299.473,595.128,0,0,12.3546,0,84.865,4.93401,19817.8,0,0.988218,0.992003,0.548537,0,0,18.7413,
1795,0,299.947,600.069,0,0,12.3544,0,84.9851,4.941,19982.3,0,0.988208,0.992003,0.548532,0,0,18.7413,
1796,0,299.995,605.011,0,0,12.3543,0,84.9964,4.94165,20146.9,0,0.988198,0.992003,0.548526,0,0,18.7413,
1797,0,299.999,609.952,0,0,12.3542,0,84.9968,4.94167,20311.4,0,0.988188,0.992003,0.548521,0,0,18.7413,
1798,0,300,614.894,0,0,12.3541,0,84.996,4.94163,20476,0,0.988178,0.992003,0.548516,0,0,18.7412,
1799,0,300,619.836,0,0,12.354,0,84.9952,4.94158,20640.5,0,0.988168,0.992003,0.54851,0,0,18.7412,
1800,0,300,624.777,0,0,12.3538,0,84.9944,4.94153,20805.1,0,0.988158,0.992003,0.548505,0,0,18.7412,
1801,0,300,629.719,0,0,12.3537,0,84.9935,4.94148,20969.6,0,0.988148,0.992003,0.548499,0,0,18.7412,
1802,0,300,634.66,0,0,12.3536,0,84.9927,4.94144,21134.2,0,0.988138,0.992003,0.548494,0,0,18.7412,
1803,0,300,639.601,0,0,12.3535,0,84.9919,4.94139,21298.7,0,0.988128,0.992003,0.548489,0,0,18.7412,
1804,0,300,644.543,0,0,12.3533,0,84.991,4.94134,21463.3,0,0.988118,0.992003,0.548483,0,0,18.7412,
1805,0,300,649.484,0,0,12.3532,0,84.9902,4.94129,21627.8,0,0.988108,0.992003,0.548478,0,0,18.7412,
1806,0,300,654.425,0,0,12.3531,0,84.9893,4.94124,21792.4,0,0.988098,0.992003,0.548472,0,0,18.7412,
1807,0,300,659.367,0,0,12.353,0,84.9885,4.94119,21956.9,0,0.988088,0.992003,0.548467,0,0,18.7412,
1808,0,300,664.308,0,0,12.3529,0,84.9877,4.94114,22121.4,0,0.988078,0.992003,0.548461,0,0,18.7412,
1809,0,300,669.249,0,0,12.3527,0,84.9868,4.94109,22286,0,0.988068,0.992003,0.548456,0,0,18.7412,
1810,0,300,674.19,0,0,12.3526,0,84.986,4.94105,22450.5,0,0.988058,0.992003,0.548451,0,0,18.7412,
